,행정구역별,1949,1955,1960,1966,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2016,2017,2018,2019,2020,2021,2022
0,서울,7.128910569454007,7.295683372068569,9.78581942524785,13.008665401904826,17.5766429357716,19.838502011803904,22.32378244445564,23.81454199556196,24.43687164346636,22.932269837910244,21.428531198314314,20.753079083431004,20.069450451098287,19.47165264200711,19.216291313114787,19.047211157691997,18.85127732571524,18.738998940282478,18.62293772789978,18.438362851059033,18.354174980968015
1,부산,0.0,0.0,0.0,4.8903861638895405,5.969066193584196,7.065493727661202,8.439454147593159,8.68912231109758,8.748235265268743,8.550619016912396,7.949144344836019,7.466921607874453,7.070508842316545,6.780138682791664,6.742471301543278,6.680724745227957,6.616265310820724,6.556419212688571,6.50607633349207,6.4711225861388195,6.423271022742433
2,대구,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.018276753100199,5.134731035044777,5.4884048937787675,5.379959664926756,5.220963289511965,5.067171158215224,4.848202272013132,4.8229363537341285,4.796161836414785,4.763344362657169,4.723735609916489,4.683225824286696,4.648287493826385,4.612875897128423
3,인천,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.426343205527846,4.18601600437922,5.17168155020087,5.3633195607403925,5.35204772881711,5.484461894655098,5.682561075493391,5.708784206148555,5.720822138728647,5.721513541928235,5.739066415554716,5.722083310676793,5.756157010832626,5.82565477943023
4,광주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6243539638538262,2.82145527274833,2.9377829940353317,3.005103968556741,3.055052617315237,2.9546299424202602,2.9426688164024073,2.925300900846085,2.9036927195745013,2.8959935842699376,2.870455896987915,2.871732616800752,2.8629527880731596
5,대전,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4178680736884175,2.8524515691285868,2.970430391336673,3.058050908907241,3.1050934991424706,3.0244476945544414,3.0090806548142988,2.983325081778765,2.9448524584515994,2.9137012262984356,2.891557319356273,2.8804494539849497,2.8720933629623087
6,울산,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.200943001576004,2.2213055834990065,2.2330819050775212,2.293538617013996,2.285127336488823,2.2623056643542894,2.2411927960596714,2.2233053602873363,2.2057669204335144,2.1816483753240394,2.1643400135604036
7,경기,13.556687054675526,10.973470572056515,10.999793871290448,10.6391059697582,10.667234352058001,11.634996990541604,13.180312197122369,11.857145628072207,14.183696595931622,17.143223314062958,19.4361114051061,21.982760984709778,23.329600878802484,24.53355074945316,24.833802355836895,25.127324921609578,25.53374664035239,25.856578752536375,26.248902796944773,26.575898268319897,26.735357144966187
8,강원,5.645107224979565,6.956228020462474,6.549886809287245,6.2798614797713554,5.934184971699925,5.36594852614976,4.785828464679497,4.265613172523109,3.641035682246021,3.288792336261111,3.228284593362021,3.1052837377363964,3.049857867434109,2.9844321924301735,2.9822439068441486,2.9745990677105456,2.962735373122328,2.955084504759592,2.956303057221552,2.9624982899192793,2.9780675121302154
9,충북,5.6824409438979675,5.540166565701128,5.481479009306446,5.311523050353159,4.7091653663218604,4.387153615260411,3.805138181371496,3.4397277839007616,3.201682474550692,3.1320848477040406,3.1806280482438636,3.090620069107587,3.1172333358081152,3.1246201363220463,3.1422629649722826,3.149829083134259,3.1586621218042206,3.1673973636666597,3.17062955536086,3.1627519541638414,3.1670298957021426
10,충남,10.050386884236612,10.328597951873807,10.116885903017222,9.955338954801912,9.092346388697631,8.498412334788346,7.898726475376211,7.421728915429554,4.639900084751517,3.96155785904249,4.002171216103481,3.995237475116086,4.168454423967146,4.1438909014707805,4.179285546349567,4.227954223052561,4.250852804768653,4.254672633442849,4.228513678712447,4.235705457643295,4.274464139643974
11,전북,10.1600425968361,9.880396529017757,9.585021009641709,8.646221283939033,7.73619374834342,7.079820087679169,6.113110672480402,5.446026601119673,4.769209871295417,4.265768215486432,4.104005957209489,3.781515248876129,3.679966650247534,3.6058265040360435,3.592541814148093,3.570517592430348,3.5429820735521145,3.51357991855029,3.502202798500863,3.4786623583144105,3.457920408512366
12,전남,15.081706745497392,14.539674806321493,14.218282980263385,13.88483877030032,12.739939224918572,11.485172909476091,10.101841068265234,9.271494964875007,5.777650130418328,4.637344454591997,4.336793447139149,3.858670634913043,3.6022537754714916,3.536879679849246,3.5197353278154626,3.504324626649579,3.488799394853236,3.4749337528321487,3.475084886989178,3.461281241919212,3.452430216729267
13,경북,15.893681661046527,15.632432605386212,15.400323683300346,15.339335465046894,14.492856618423163,14.002955705709343,13.238261530686321,7.4468750992710175,6.591574896312256,5.998373648344885,5.906710730903528,5.515816120741557,5.366387084380679,5.269397182404574,5.256367275182512,5.234157689769104,5.208595226023712,5.1868169841811405,5.137924371080188,5.129880095407905,5.10697561705848
14,경남,15.5389245548466,17.510238166127237,16.735370233933875,10.888838133804121,9.920817558580412,9.454930447944445,8.87684770809811,8.695027854272471,8.46157491060114,8.62229654949049,6.460607434695039,6.464498935130251,6.500357433381813,6.555598516528571,6.544829058989049,6.540684243853049,6.528715611537026,6.506880971189808,6.475071113366955,6.435297514334895,6.394171252237127
15,제주,1.2621117645297042,1.3431114109848088,1.1271370747114728,1.1558853264306417,1.161552641601219,1.1866136429857241,1.2366971098715567,1.2080757152486121,1.185599368191664,1.1336766343363998,1.1145760114718426,1.128124623071652,1.1010681826862467,1.1906332112114104,1.2215717676157118,1.2547570267484494,1.2827722387791773,1.2928347695431746,1.3032644086901417,1.3102644320106553,1.31822096815527
